Statutory_Code,Literal_display,Code_Type,Charge_Type,Type,CJIS,Low Term (Months),Mid Term (Months),Upper Term (Months),AB109,Wobbler,Calcrim Instruction,
192(a),Voluntary manslaughter,PC,Crime,Felony,,36,72,132,No,No,,
192(b),Involuntary manslaughter,PC,Crime,Felony,,24,36,48,Yes,No,,
192(c)(1),"Vehicular manslaughter, w/o drugs or alcohol, but w/gross negligence",PC,Crime,Felony,,24,48,72,No,Yes,,
192(c)(3),Vehicular manslaughter where collision knowingly caused for financial gain,PC,Crime,Felony,,48,72,120,No,No,,
192.5(a),"Vessel manslaughter, w/drugs or alcohol, and w/gross negligence",PC,Crime,Felony,,48,72,120,No,No,,
192.5(b),"Vessel manslaughter, w/drugs or alcohol, but w/o gross negligence",PC,Crime,Felony,,16,24,48,Yes,Yes,,
192.5(c),"Vessel manslaughter, w/o drugs or alcohol, but w/gross negligence",PC,Crime,Felony,,24,48,72,No,Yes,,
203,Mayhem,PC,Crime,Felony,,24,48,96,No,No,,
207,Kidnapping,PC,Crime,Felony,,36,60,96,No,No,,
207,"Kidnapping, victim under 14 years of age",PC,Crime,Felony,,60,96,132,No,No,,
210,Pose as kidnapper to extort,PC,Crime,Felony,,24,36,48,No,No,,
210.5,Taking hostage,PC,Crime,Felony,,36,60,96,Yes,No,,
212.5(a),First Degree Robbery,PC,Crime,Felony,,36,48,72,No,No,,
212.5(b),First Degree Robbery of person using automated teller machine,PC,Crime,Felony,,36,48,72,No,No,,
212.5(c),Second Degree Robbery,PC,Crime,Felony,,24,36,60,No,No,,
213(a)(1)(A),Robbery of inhabited dwelling in concert w/two or more persons,PC,Crime,Felony,,36,72,108,No,No,,
213(b),Attempted robbery second degree,PC,Crime,Felony,,16,24,36,No,No,,
214,Train robbery,PC,Crime,Felony,,16,24,36,No,No,,
215,Carjacking,PC,Crime,Felony,,36,60,108,No,No,1650,
217.1(a),Assault on government official,PC,Crime,Felony,,16,24,36,Yes,Yes,,
217.1(b),Attempted murder of public official,PC,Crime,Felony,,180,NA,LIFE,No,No,,
218.1,"Placing obstruction on or near railroad track resulting in train damage,
derailment, or injury to rail passenger or employee",PC,Crime,Felony,,24,36,48,Yes,Yes,,
219.1,"Throwing missile at common carrier wit wreck resulting in bodily
injury",PC,Crime,Felony,,24,48,72,Yes,No,,
219.2,Throwing missile or shooting at passenger/freight vehicle,PC,Crime,Felony,,16,24,36,No,Yes,,
220(a)(1)/203,Assault w/intent to commit mayhem,PC,Crime,Felony,,24,48,72,No,No,891,
220(a)(1)/261,Assault w/intent to commit rape,PC,Crime,Felony,,24,48,72,No,No,"890, 1000",
220(a)(2)/261,Assault w/intent to commit rape against minor,PC,Crime,Felony,,60,84,108,No,No,"890, 1000",
220(a)(1)/264.1,Assault w/intent to commit rape in concert,PC,Crime,Felony,,24,48,72,No,No,"890, 1001",
220(a)(2)/264.1,Assault w/intent to commit rape in concert against minor,PC,Crime,Felony,,60,84,108,No,No,"890, 1001",
220(a)(1)/286,Assault w/intent to commit sodomy,PC,Crime,Felony,,24,48,72,No,No,"890, 1030, 1031, 1090, 1091, 1092",
220(a)(2)/286,Assault w/intent to commit sodomy against minor,PC,Crime,Felony,,60,84,108,No,No,"890, 1030, 1031, 1090, 1091, 1092",
220(a)(1)/287,Assault w/intent to commit oral copulation,PC,Crime,Felony,,24,48,72,No,No,"890, 1015, 1080, 1081, 1082",
220(a)(2)/287,Assault w/intent to commit oral copulation against minor,PC,Crime,Felony,,60,84,108,No,No,"890, 1015, 1080, 1081, 1082",
220(a)(1)/288,Assault w/intent to commit lewd & lascivious acts,PC,Crime,Felony,,24,48,72,No,No,"890, 1110, 1111, 1112",
220(a)(2)/288,Assault w/intent to commit lewd & lascivious acts against minor,PC,Crime,Felony,,60,84,108,No,No,"890, 1110, 1111, 1112",
220(a)(1)/289,Assault w/intent to commit sexual penetration w/foreign object,PC,Crime,Felony,,24,48,72,No,No,"890, 1045, 1100, 1101, 1102",
220(a)(2)/289,Assault w/intent to commit sexual penetration w/foreign object against minor,PC,Crime,Felony,,60,84,108,No,No,"890, 1045, 1100, 1101, 1102",
220(b)/261,Assault w/ intent to to commit rape during first degree burglary ,PC,Crime,Felony,,NA,LIFE,NA,No,No,"890, 1700, 1701, 1000",
220(b)/286,Assault w/ intent to to commit sodomy during first degree burglary,PC,Crime,Felony,,NA,LIFE,NA,No,No,"890, 1700, 1701, 1030, 1090, 1091, 1092",
220(b)/287,Assault w/ intent to to commit oral copulation during first degree burglary,PC,Crime,Felony,,NA,LIFE,NA,No,No,"890, 1700, 1701, 1015, 1080, 1081, 1082",
220(b)/289,Assault w/ intent to to commit sexual penetration during first degree burglary,PC,Crime,Felony,,NA,LIFE,NA,No,No,"890, 1700, 1701, 1045, 1100, 1101, 1102",
220(b)/288,Assault w/ intent to to commit lewd and lascivious acts during first degree burglary,PC,Crime,Felony,,NA,LIFE,NA,No,No,"890, 1700, 1701, 1110, 1111, 1112",
222,Administering an anesthetic w/ intent to commit a felony,PC,Crime,Felony,,16,24,36,No,No,,
236.1(a),Human trafficking: Depriving person of personal liberty w/ intent to obtain forced labor or services,PC,Crime,Felony,,60,96,144,No,No,,
236.1(b),Human trafficking: Depriving person of personal liberty w/ intent to effect violation of specified sex crimes,PC,Crime,Felony,,96,168,240,No,No,,
236.1(c)(1),"Human trafficking: Inducing minor to engage in commercial sex act wit effect violation of specified sex crimes w/o force, fear, fraud, etc.",PC,Crime,Felony,,60,96,144,No,No,,
237(a),False imprisonment by violence/menace/fraud/deceit,PC,Crime,Felony,,16,24,36,Yes,No,,
237(b),"False imprisonment of elder or dependent adult by
violence/menace/fraud/deceit",PC,Crime,Felony,,24,36,48,Yes,No,,
241.1,Assault on a custodial officer,PC,Crime,Felony,,16,24,36,Yes,Yes,,
241.4,Assault on school security patrol member,PC,Crime,Felony,,16,24,36,Yes,Yes,,
241.7,Assault on juror,PC,Crime,Felony,,16,24,36,Yes,Yes,,
243(c)(1),Battery against custodial officer/firefighter/paramedic w/injury,PC,Crime,Felony,,16,24,36,Yes,Yes,926,
243(c)(2),Battery against peace officer w/injury,PC,Crime,Felony,,16,24,36,Yes,Yes,945,
243(d),Battery against person resulting in serious bodily injury,PC,Crime,Felony,,24,36,48,Yes,Yes,925,
243.1,Battery against custodial officer,PC,Crime,Felony,,16,24,36,Yes,No,,
243.3,Battery against public vehicle operator w/injury,PC,Crime,Felony,,16,24,36,No,Yes,,
243.4(a)-(d),Sexual battery,PC,Crime,Felony,,24,36,48,No,Yes,,
243.4(j),Commission of a Sexual Battery against minor w/ prior conviction,PC,Crime,Felony,,24,36,48,No,No,,
243.6,Battery against school employee w/injury,PC,Crime,Felony,,16,24,36,Yes,Yes,,
243.7,Battery against juror,PC,Crime,Felony,,16,24,36,No,Yes,,
243.9(a),Battery of peace officer or local detention facility employee by prisoner by gassing,PC,Crime,Felony,,24,36,48,No,Yes,,
243.15,Battery on non-inmate by county jail prisoner,PC,Crime,Felony,,16,24,36,Yes,Yes,,
244,Assault w/caustic chemicals or flammable substances,PC,Crime,Felony,,24,36,48,No,No,,
244.5(b),Assault w/stun gun or taser,PC,Crime,Felony,,16,24,36,Yes,Yes,876,
244.5(c),Assault w/stun gun or taser on peace officer/firefighter,PC,Crime,Felony,,24,36,48,Yes,Yes,,
245(a)(1),Assault w/ deadly weapon other than firearm,PC,Crime,Felony,,24,36,48,No,Yes,875,
245(a)(2),Assault w/firearm,PC,Crime,Felony,,24,36,48,No,Yes,875,
245(a)(3),"Assault w/machine gun, assault weapon, or .50 BMG rifle",PC,Crime,Felony,,48,96,144,No,No,875,
245(a)(4),Assault w/force likely to produce GBI on person,PC,Crime,Felony,,24,36,48,No,Yes,875,
245(b),Assault w/semiautomatic firearm,PC,Crime,Felony,,36,72,108,No,No,875,
245(c),Assault w/ deadly weapon other than firearm or assault w/force likely to produce GBI on peace officer/firefighter,PC,Crime,Felony,,36,48,60,No,No,860,
245(d)(1),Assault w/firearm on peace officer/firefighter,PC,Crime,Felony,,48,72,96,No,No,860,
245(d)(2),Assault w/semiautomatic firearm on peace officer/firefighter,PC,Crime,Felony,,60,84,108,No,No,860,
245(d)(3),"Assault w/machine gun, assault weapon, or .50 BMG rifle on peace officer/firefighter",PC,Crime,Felony,,72,108,144,No,No,860,
245.2,Assault w/ deadly weapon or assault w/force likely to produce GBI on public vehicle operator,PC,Crime,Felony,,36,48,60,No,No,863,
245.3,Assault w/ deadly weapon or assault w/force likely to produce GBI on custodial officer,PC,Crime,Felony,,36,48,60,No,No,862,
245.5(a),Assault w/ deadly weapon other than firearm or assault w/force likely to produce GBI on school employee,PC,Crime,Felony,,36,48,60,No,Yes,,
245.5(b),Assault w/ deadly weapon w/firearm on school employee,PC,Crime,Felony,,48,72,96,No,Yes,,
245.5(c),Assault w/stun gun or taser on school employee,PC,Crime,Felony,,24,36,48,No,Yes,,
245.6(d),Hazing resulting in death or serious bodily injury,PC,Crime,Felony,,16,24,36,Yes,Yes,,
246,"Discharge firearm at inhabited dwelling, vehicle, or aircraft",PC,Crime,Felony,,36,60,84,No,Yes,,
246.3(a),Discharge firearm w/gross negligence that could result in injury or death,PC,Crime,Felony,,16,24,36,Yes,Yes,,
247(a),Discharge firearm at unoccupied aircraft,PC,Crime,Felony,,16,24,36,No,No,,
247(b),Discharge firearm at unoccupied vehicle,PC,Crime,Felony,,16,24,36,No,Yes,,
247.5,Discharge laser at aircraft,PC,Crime,Felony,,16,24,36,Yes,Yes,,
261(a)(1),Rape of incompetent victim,PC,Crime,Felony,,36,72,96,No,No,,
261(a)(2),"Rape by force, violence, duress, menace, or fear of bodily injury",PC,Crime,Felony,,36,72,96,No,No,,
261(a)(2),"Rape of child under 14 years of age by force, violence, duress, menace, or fear of bodily injury",PC,Crime,Felony,,108,132,156,No,No,,
261(a)(2),"Rape of minor 14 years of age or older by force, violence, duress, menace, or fear of bodily injury",PC,Crime,Felony,,84,108,132,No,No,"1123, 1000",
261(a)(3),Rape of victim overcome by intoxicant,PC,Crime,Felony,,36,72,96,No,No,,
261(a)(4),Rape of victim unconscious of act,PC,Crime,Felony,,36,72,96,No,No,,
261(a)(5),Rape by victim's belief that the accused is someone known to the victim other than the accused,PC,Crime,Felony,,36,72,96,No,No,,
261(a)(6),Rape accomplished through threat of future retaliation,PC,Crime,Felony,,36,72,96,No,No,,
261(a)(7),"Rape accomplished by threat of use of authority of public official to incarcerate, arrest, or deport victim",PC,Crime,Felony,,36,72,96,No,No,,
261.5(c),Unlawful sexual intercourse w/minor more than 3 years younger than defendant,PC,Crime,Felony,,16,24,36,Yes,Yes,,
261.5(d),Unlawful sexual intercourse w/minor under 16 years of age by defendant 21 years of age or olde,PC,Crime,Felony,,24,36,48,Yes,Yes,,
262(a)(1),"Rape of spouse by force, violence, duress, menace, or fear of bodily injury",PC,Crime,Felony,,36,72,96,No,No,,
262(a)(2),Rape of spouse overcome by intoxicant,PC,Crime,Felony,,36,72,96,No,No,,
262(a)(3),Rape of spouse unconscious of act,PC,Crime,Felony,,36,72,96,No,No,,
262(a)(4),Rape of spouse accomplished through threat of future retaliation,PC,Crime,Felony,,36,72,96,No,No,,
262(a)(5),"Rape of spouse accomplished by threat of use of authority of public official to incarcerate, arrest, or deport victim",PC,Crime,Felony,,36,72,96,No,No,,
264.1,Rape in concert,PC,Crime,Felony,,60,84,108,No,No,,
264.1,Rape in concert of child under 14 years of age,PC,Crime,Felony,,120,144,168,No,No,,
264.1,Rape in concert of minor 14 years of age or older,PC,Crime,Felony,,84,108,132,No,No,,
265,Abduction to force marriage or defilement,PC,Crime,Felony,,16,24,36,Yes,,,
266,Seduction of minor for prostitution,PC,Crime,Felony,,16,24,36,No,Yes,,
266a,Abduct for prostitution w/o consent or by misrepresentation,PC,Crime,Felony,,16,24,36,No,No,,
266b,Abduct by force for illicit relation,PC,Crime,Felony,,16,24,36,Yes,No,,
266c,"Inducing commission of sexual act through false representation
creating fear",PC,Crime,Felony,,24,36,48,No,Yes,,
266d,Receiving money for placing person in custody for cohabitation,PC,Crime,Felony,,16,24,36,No,No,,
266e,Payment for purpose of prostitution,PC,Crime,Felony,,16,24,36,No,No,,
266f,Selling person for immoral purpose,PC,Crime,Felony,,16,24,36,No,No,,
266g,Placing wife in house of prostitution,PC,Crime,Felony,,24,36,48,Yes,No,,
266h(a),Pimping,PC,Crime,Felony,,36,48,72,No,No,,
266h(b),"Pimping, prostitute 16 years of age or older",PC,Crime,Felony,,36,48,72,No,No,,
266h(b),"Pimping, prostitute under 16 years of age",PC,Crime,Felony,,36,72,96,No,No,,
266i(a),Pandering,PC,Crime,Felony,,36,48,72,No,No,,
266i(b),"Pandering, recruitee 16 years of age or older",PC,Crime,Felony,,36,48,72,No,No,,
266i(b),"Pandering, recruitee under 16 years of age",PC,Crime,Felony,,36,72,96,No,No,,
266j,Transport minor under 16 years of age for lewd & lascivious act/cause minor to perform act,PC,Crime,Felony,,36,72,96,No,No,,
267,Abduction of minor for prostitution,PC,Crime,Felony,,16,24,36,No,No,,
270,Child neglect by person adjudicated as parent,PC,Crime,Felony,,NA,1Y1D,NA,No,Yes,,
271,Child abandonment,PC,Crime,Felony,,16,24,36,Yes,Yes,,
271a,Willful abandonment or nonsupport of child under 14 years of age,PC,Crime,Felony,,16,24,36,Yes,Yes,,
273(c) ,Paying parent for adoption of child w/prior conviction,PC,Crime,Felony,,16,24,36,No,Yes,,
273(d) ,Accepting money for adoption of child from two or more prospective adopting persons w/prior conviction,PC,Crime,Felony,,16,24,36,No,Yes,,
273a(a),Willful cruelty to child,PC,Crime,Felony,,24,48,72,No,Yes,821,
273d(a),Inflict traumatic injury on child,PC,Crime,Felony,,24,48,72,Yes,Yes,822,
273.5(a),Corporal Injury To Spouse,PC,Crime,Felony,,24,36,48,No,Yes,840,
273.5(f)(1),"Violation of PC 273.5(a) w/n 7 years of prior conviction of PC 243(d), 243.4, 244, 244.5, 245, or 273.5(a)",PC,Crime,Felony,,24,48,72,No,Yes,840,
273.5(f)(2),Violation of PC 273.5(a) w/n 7 years of prior conviction of PC 243(e) ,PC,Crime,Felony,,24,36,48,No,Yes,840,
273.6(d),Violation of protective order w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
273.6(e),Violation of protective order resulting in physical injury w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
273.6(g)(1),Purchasing or receiving firearm in violation of protective order,PC,Crime,Felony,,16,24,36,No,Yes,,
273.65(d),Violation of protective order w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
273.65(e),Violation of protective order resulting in physical injury w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
278,Child abduction,PC,Crime,Felony,,24,36,48,Yes,Yes,,
278.5,Child abduction in violation of custody order,PC,Crime,Felony,,16,24,36,Yes,Yes,,
280(b),Child concealment outside of state,PC,Crime,Felony,,16,24,36,Yes,Yes,,
281,Bigamy,PC,Crime,Felony,,16,24,36,No,Yes,,
284,"Marrying or entering into registered domestic partnership with spouse
of another",PC,Crime,Felony,,16,24,36,Yes,Yes,,
285,Incest,PC,Crime,Felony,,16,24,36,No,No,,
286(b)(1),"Sodomy, victim under 18 years of age",PC,Crime,Felony,,16,24,36,No,Yes,,
286(b)(2),"Sodomy, victim under 16 years of age/defendant over 21 years of age",PC,Crime,Felony,,16,24,36,No,No,,
286(c)(1),"Sodomy, victim under 14 years of age/defendant 10 years older",PC,Crime,Felony,,36,72,96,No,No,,
286(c)(2)(A),"Sodomy by force, violence, duress, fear of bodily injury",PC,Crime,Felony,,36,72,96,No,No,,
286(c)(2)(B),"Sodomy by force, violence, duress, fear of bodily injury, victim under 14 years of age",PC,Crime,Felony,,108,132,156,No,No,,
286(c)(2)(C),"Sodomy by force, violence, duress, fear of bodily injury, minor victim 14 years of age or older",PC,Crime,Felony,,84,108,132,No,No,,
286(c)(3),Sodomy by threat of retaliation,PC,Crime,Felony,,36,72,96,No,No,,
286(d)(1),Sodomy in concert by force or fear of bodily injury,PC,Crime,Felony,,60,84,108,No,No,,
286(d)(2),"Sodomy in concert by force or fear of bodily injury, victim under 14 years of age",PC,Crime,Felony,,120,144,168,No,No,,
286(d)(3),"Sodomy in concert by force or fear of bodily injury, minor victim 14 years of age or older",PC,Crime,Felony,,84,108,132,No,No,,
286(e),Sodomy in jail or prison,PC,Crime,Felony,,16,24,36,No,Yes,,
286(f),"Sodomy, victim unconscious",PC,Crime,Felony,,36,72,96,No,No,,
286(g),"Sodomy, victim incompetent",PC,Crime,Felony,,36,72,96,No,No,,
286(h),"Sodomy, victim incompetent, both confined for mental disorder",PC,Crime,Felony,,16,24,36,No,Yes,,
286(i),Sodomy of victim overcome by intoxicant,PC,Crime,Felony,,36,72,96,No,No,,
286(j),Sodomy by victim's belief that accused is someone known to the victim other than the accused,PC,Crime,Felony,,36,72,96,No,No,,
286(k),Sodomy by threat to use authority of public official,PC,Crime,Felony,,36,72,96,No,No,,
287(b)(1),"Oral copulation, victim under 18 years of age",PC,Crime,Felony,,16,24,36,No,Yes,,
287(b)(2),"Oral copulation, victim under 16 years of age/defendant over 21 years of age",PC,Crime,Felony,,16,24,36,No,No,,
287(c)(1),"Oral copulation, victim under 14 years of age/defendant 10 years older",PC,Crime,Felony,,36,72,96,No,No,,
287(c)(2)(A),"Oral copulation by force, violence, duress, fear of bodily injury",PC,Crime,Felony,,36,72,96,No,No,,
287(c)(2)(B),"Oral copulation by force, violence, duress, fear of bodily injury, victim under 14 years of age",PC,Crime,Felony,,96,120,144,No,No,,
287(c)(2)(C),"Oral copulation by force, violence, duress, fear of bodily injury, minor victim 14 years of age or older",PC,Crime,Felony,,72,96,120,No,No,,
287(c)(3),Oral copulation by threat of retaliation,PC,Crime,Felony,,36,72,96,No,No,,
287(d)(1),Oral copulation in concert by force/fear of bodily injury,PC,Crime,Felony,,60,84,108,No,No,,
287(d)(2),"Oral copulation in concert by force/fear of bodily injury, victim under 14 years of age",PC,Crime,Felony,,120,144,168,No,No,,
287(d)(3),"Oral copulation in concert by force/fear of bodily injury, minor victim 14 years of age or older",PC,Crime,Felony,,96,120,144,No,No,,
287(e),Oral copulation in jail or prison,PC,Crime,Felony,,16,24,36,No,Yes,,
287(f),"Oral copulation, victim unconscious",PC,Crime,Felony,,36,72,96,No,No,,
287(g),"Oral copulation, victim incompetent",PC,Crime,Felony,,36,72,96,No,No,,
287(h),"Oral copulation, victim incompetent, both confined for mental disorder",PC,Crime,Felony,,16,24,36,No,Yes,,
